design,flow,switching_power,switching_power_%,tot_power,tot_power_%,#1-bit FFs,#2-bit FFs,#4-bit FFs,#clk bufs,#clk bufs_%,WNS,WNS_%,TNS,TNS_%,area,area_%,WL,WL_%,#inst,#inst_%
uart,SFTray alpha_8-beta_0.1,0.000705816,-12.46,0.00208177,-10.67,0,0,20,3,-70.0,-22.8686,-18.84,-624.989,-1.79,92.9767,-2.34,1498,2.96,775,-9.25
uart,Ours alpha_8-beta_0.1-v3,0.000703154,-12.79,0.00207915,-10.78,1,1,19,4,-60.0,-19.6877,-30.13,-525.07,-17.49,92.0581,-3.31,1482,1.86,776,-9.13
uart,SFTray alpha_16-beta_0.1,0.000705816,-12.46,0.00208177,-10.67,0,0,20,3,-70.0,-22.8686,-18.84,-624.989,-1.79,92.9767,-2.34,1498,2.96,775,-9.25
uart,Ours alpha_16-beta_0.1-v3,0.000703154,-12.79,0.00207915,-10.78,1,1,19,4,-60.0,-19.6877,-30.13,-525.07,-17.49,92.0581,-3.31,1482,1.86,776,-9.13
uart,SFTray alpha_67-beta_0.1,0.000705816,-12.46,0.00208177,-10.67,0,0,20,3,-70.0,-22.8686,-18.84,-624.989,-1.79,92.9767,-2.34,1498,2.96,775,-9.25
uart,Ours alpha_67-beta_0.1-v3,0.000706327,-12.4,0.00209476,-10.11,0,0,20,4,-60.0,-21.0207,-25.39,-665.148,4.52,93.2099,-2.1,1504,3.37,781,-8.55
uart,SFTray alpha_130-beta_0.1,0.000705816,-12.46,0.00208177,-10.67,0,0,20,3,-70.0,-22.8686,-18.84,-624.989,-1.79,92.9767,-2.34,1498,2.96,775,-9.25
uart,Ours alpha_130-beta_0.1-v3,0.000706327,-12.4,0.00209476,-10.11,0,0,20,4,-60.0,-21.0207,-25.39,-665.148,4.52,93.2099,-2.1,1504,3.37,781,-8.55
uart,SFTray alpha_193-beta_0.1,0.000705816,-12.46,0.00208177,-10.67,0,0,20,3,-70.0,-22.8686,-18.84,-624.989,-1.79,92.9767,-2.34,1498,2.96,775,-9.25
uart,Ours alpha_193-beta_0.1-v3,0.000706327,-12.4,0.00209476,-10.11,0,0,20,4,-60.0,-21.0207,-25.39,-665.148,4.52,93.2099,-2.1,1504,3.37,781,-8.55
uart,SFTray alpha_256-beta_0.1,0.000705816,-12.46,0.00208177,-10.67,0,0,20,3,-70.0,-22.8686,-18.84,-624.989,-1.79,92.9767,-2.34,1498,2.96,775,-9.25
uart,Ours alpha_256-beta_0.1-v3,0.000706327,-12.4,0.00209476,-10.11,0,0,20,4,-60.0,-21.0207,-25.39,-665.148,4.52,93.2099,-2.1,1504,3.37,781,-8.55
riscv32i,NC,0.00842775,0.0,0.0340728,0.0,1056,0,0,132,0.0,21.0901,0.0,0,0.0,2691.15,0.0,58144,0.0,10879,0.0
riscv32i,SFTray alpha_2-beta_0.1,0.00831939,-1.29,0.0337639,-0.91,920,8,30,150,13.64,15.5705,-26.17,0,0.0,2693.7,0.09,57815,-0.57,10816,-0.58
riscv32i,Ours alpha_2-beta_0.1-v3,0.00837544,-0.62,0.0338778,-0.57,896,16,32,159,20.45,2.86815,-86.4,0,0.0,2693.69,0.09,57857,-0.49,10808,-0.65
riscv32i,SFTray alpha_4-beta_0.1,0.00795162,-5.65,0.0322586,-5.32,324,18,174,110,-16.67,-10.9683,-152.01,-957.336,0.0,2671.86,-0.72,57828,-0.54,10343,-4.93
riscv32i,Ours alpha_4-beta_0.1-v3,0.00794505,-5.73,0.0321914,-5.52,312,26,173,110,-16.67,5.30409,-74.85,0,0.0,2671.39,-0.73,57768,-0.65,10329,-5.06
riscv32i,SFTray alpha_8-beta_0.1,0.00773779,-8.19,0.0314114,-7.81,56,4,248,60,-54.55,18.4208,-12.66,0,0.0,2659.7,-1.17,58556,0.71,10073,-7.41
riscv32i,Ours alpha_8-beta_0.1-v3,0.00765744,-9.14,0.0312095,-8.4,56,4,248,62,-53.03,17.893,-15.16,0,0.0,2657.03,-1.27,57874,-0.46,10062,-7.51
riscv32i,SFTray alpha_16-beta_0.1,0.00764274,-9.31,0.0311134,-8.69,42,1,253,55,-58.33,18.8314,-10.71,0,0.0,2652.76,-1.43,58063,-0.14,10023,-7.87
riscv32i,Ours alpha_16-beta_0.1-v3,0.0075813,-10.04,0.030994,-9.04,44,2,252,61,-53.79,27.3104,29.49,0,0.0,2653.08,-1.41,57735,-0.7,10029,-7.81
riscv32i,SFTray alpha_67-beta_0.1,0.00765998,-9.11,0.0311495,-8.58,40,2,253,54,-59.09,13.3393,-36.75,0,0.0,2652.32,-1.44,58067,-0.13,10023,-7.87
riscv32i,Ours alpha_67-beta_0.1-v3,0.00763406,-9.42,0.0311303,-8.64,38,3,253,55,-58.33,13.8806,-34.18,0,0.0,2656.41,-1.29,57982,-0.28,10045,-7.67
riscv32i,SFTray alpha_130-beta_0.1,0.00765998,-9.11,0.0311495,-8.58,40,2,253,54,-59.09,13.3393,-36.75,0,0.0,2652.32,-1.44,58067,-0.13,10023,-7.87
riscv32i,Ours alpha_130-beta_0.1-v3,0.00763406,-9.42,0.0311303,-8.64,38,3,253,55,-58.33,13.8806,-34.18,0,0.0,2656.41,-1.29,57982,-0.28,10045,-7.67
riscv32i,SFTray alpha_193-beta_0.1,0.00765998,-9.11,0.0311495,-8.58,40,2,253,54,-59.09,13.3393,-36.75,0,0.0,2652.32,-1.44,58067,-0.13,10023,-7.87
riscv32i,Ours alpha_193-beta_0.1-v3,0.00763406,-9.42,0.0311303,-8.64,38,3,253,55,-58.33,13.8806,-34.18,0,0.0,2656.41,-1.29,57982,-0.28,10045,-7.67
riscv32i,SFTray alpha_256-beta_0.1,0.00765998,-9.11,0.0311495,-8.58,40,2,253,54,-59.09,13.3393,-36.75,0,0.0,2652.32,-1.44,58067,-0.13,10023,-7.87
riscv32i,Ours alpha_256-beta_0.1-v3,0.00763406,-9.42,0.0311303,-8.64,38,3,253,55,-58.33,13.8806,-34.18,0,0.0,2656.41,-1.29,57982,-0.28,10045,-7.67
mock-alu,NC,0.0279891,0.0,0.0586548,0.0,1413,0,0,118,0.0,-283.769,-0.0,-12987,-0.0,1632.38,0.0,47371,0.0,13454,0.0
mock-alu,SFTray alpha_2-beta_0.1,0.0277227,-0.95,0.0575198,-1.94,1143,69,33,95,-19.49,-286.843,1.08,-13865,6.76,1627.86,-0.28,47483,0.24,13273,-1.35
mock-alu,Ours alpha_2-beta_0.1-v3,0.0277377,-0.9,0.0574653,-2.03,1109,72,40,89,-24.58,-277.193,-2.32,-13777.1,6.08,1632.68,0.02,47786,0.88,13284,-1.26
mock-alu,SFTray alpha_4-beta_0.1,0.0268037,-4.24,0.0537978,-8.28,403,51,227,61,-48.31,-311.199,9.67,-15466.4,19.09,1618.41,-0.86,48966,3.37,12688,-5.69
mock-alu,Ours alpha_4-beta_0.1-v3,0.0266782,-4.68,0.0536284,-8.57,397,40,234,62,-47.46,-301.99,6.42,-16673.4,28.39,1613.54,-1.15,48263,1.88,12641,-6.04
mock-alu,SFTray alpha_8-beta_0.1,0.0263233,-5.95,0.0520343,-11.29,59,9,334,41,-65.25,-302.111,6.46,-16891.6,30.07,1613.04,-1.18,49698,4.91,12395,-7.87
mock-alu,Ours alpha_8-beta_0.1-v3,0.0261461,-6.58,0.0517285,-11.81,49,8,337,43,-63.56,-300.121,5.76,-16783.3,29.23,1601.26,-1.91,48647,2.69,12334,-8.32
mock-alu,SFTray alpha_16-beta_0.1,0.0262396,-6.25,0.0517718,-11.73,21,4,346,42,-64.41,-308.996,8.89,-15575.6,19.93,1613.04,-1.18,49560,4.62,12357,-8.15
mock-alu,Ours alpha_16-beta_0.1-v3,0.0261158,-6.69,0.0515318,-12.14,19,3,347,43,-63.56,-320.346,12.89,-17224.9,32.63,1598.26,-2.09,48763,2.94,12301,-8.57
mock-alu,SFTray alpha_67-beta_0.1,0.0262237,-6.31,0.0517513,-11.77,13,0,350,44,-62.71,-304.461,7.29,-17393.3,33.93,1602.59,-1.82,49000,3.44,12315,-8.47
mock-alu,Ours alpha_67-beta_0.1-v3,0.026165,-6.52,0.0516076,-12.01,11,3,349,39,-66.95,-315.958,11.34,-17340.4,33.52,1609.12,-1.42,49370,4.22,12346,-8.24
mock-alu,SFTray alpha_130-beta_0.1,0.0262237,-6.31,0.0517513,-11.77,13,0,350,44,-62.71,-304.461,7.29,-17393.3,33.93,1602.59,-1.82,49000,3.44,12315,-8.47
mock-alu,Ours alpha_130-beta_0.1-v3,0.026165,-6.52,0.0516076,-12.01,11,3,349,39,-66.95,-315.958,11.34,-17340.4,33.52,1609.12,-1.42,49370,4.22,12346,-8.24
mock-alu,SFTray alpha_193-beta_0.1,0.0262237,-6.31,0.0517513,-11.77,13,0,350,44,-62.71,-304.461,7.29,-17393.3,33.93,1602.59,-1.82,49000,3.44,12315,-8.47
mock-alu,Ours alpha_193-beta_0.1-v3,0.026165,-6.52,0.0516076,-12.01,11,3,349,39,-66.95,-315.958,11.34,-17340.4,33.52,1609.12,-1.42,49370,4.22,12346,-8.24
mock-alu,SFTray alpha_256-beta_0.1,0.0262237,-6.31,0.0517513,-11.77,13,0,350,44,-62.71,-304.461,7.29,-17393.3,33.93,1602.59,-1.82,49000,3.44,12315,-8.47
mock-alu,Ours alpha_256-beta_0.1-v3,0.026165,-6.52,0.0516076,-12.01,11,3,349,39,-66.95,-315.958,11.34,-17340.4,33.52,1609.12,-1.42,49370,4.22,12346,-8.24
aes,NC,0.098881,0.0,0.166145,0.0,562,0,0,46,0.0,-10.2587,-0.0,-103.069,-0.0,1838.64,0.0,57850,0.0,17106,0.0
aes,SFTray alpha_2-beta_0.1,0.0987367,-0.15,0.165802,-0.21,464,23,13,48,4.35,-23.187,126.02,-699.813,578.98,1834.24,-0.24,57724,-0.22,16992,-0.67
aes,Ours alpha_2-beta_0.1-v3,0.0992563,0.38,0.167117,0.59,436,27,18,35,-23.91,-31.6057,208.09,-973.037,844.06,1852.49,0.75,58136,0.49,17155,0.29
aes,SFTray alpha_4-beta_0.1,0.0992009,0.32,0.166621,0.29,222,20,75,30,-34.78,-31.9393,211.34,-1835.35,1680.7,1852.87,0.77,58437,1.01,16998,-0.63
aes,Ours alpha_4-beta_0.1-v3,0.0995008,0.63,0.167495,0.81,226,28,70,33,-28.26,-26.3241,156.6,-1753.6,1601.38,1858.47,1.08,58408,0.96,17053,-0.31
aes,SFTray alpha_8-beta_0.1,0.0991484,0.27,0.166447,0.18,106,12,108,24,-47.83,-33.9754,231.19,-2052,1890.9,1853.06,0.78,58460,1.05,16914,-1.12
aes,Ours alpha_8-beta_0.1-v3,0.0991475,0.27,0.16634,0.12,94,12,111,22,-52.17,-32.8848,220.56,-2041.88,1881.08,1852.56,0.76,58362,0.89,16906,-1.17
aes,SFTray alpha_16-beta_0.1,0.0991418,0.26,0.166106,-0.02,36,5,129,19,-58.7,-35.3196,244.29,-2639.89,2461.28,1850.17,0.63,58557,1.22,16828,-1.63
aes,Ours alpha_16-beta_0.1-v3,0.0990589,0.18,0.166515,0.22,32,1,132,23,-50.0,-39.846,288.41,-2723.15,2542.07,1856.62,0.98,58672,1.42,16930,-1.03
aes,SFTray alpha_67-beta_0.1,0.0993722,0.5,0.167002,0.52,10,2,137,27,-41.3,-39.2564,282.66,-2472.98,2299.34,1867.57,1.57,58856,1.74,16926,-1.05
aes,Ours alpha_67-beta_0.1-v3,0.0994404,0.57,0.16737,0.74,10,0,138,23,-50.0,-43.8311,327.26,-2570.11,2393.58,1862.35,1.29,58961,1.92,16904,-1.18
aes,SFTray alpha_130-beta_0.1,0.0993722,0.5,0.167002,0.52,10,2,137,27,-41.3,-39.2564,282.66,-2472.98,2299.34,1867.57,1.57,58856,1.74,16926,-1.05
aes,Ours alpha_130-beta_0.1-v3,0.0994404,0.57,0.16737,0.74,10,0,138,23,-50.0,-43.8311,327.26,-2570.11,2393.58,1862.35,1.29,58961,1.92,16904,-1.18
aes,SFTray alpha_193-beta_0.1,0.0993722,0.5,0.167002,0.52,10,2,137,27,-41.3,-39.2564,282.66,-2472.98,2299.34,1867.57,1.57,58856,1.74,16926,-1.05
aes,Ours alpha_193-beta_0.1-v3,0.0994404,0.57,0.16737,0.74,10,0,138,23,-50.0,-43.8311,327.26,-2570.11,2393.58,1862.35,1.29,58961,1.92,16904,-1.18
aes,SFTray alpha_256-beta_0.1,0.0993722,0.5,0.167002,0.52,10,2,137,27,-41.3,-39.2564,282.66,-2472.98,2299.34,1867.57,1.57,58856,1.74,16926,-1.05
aes,Ours alpha_256-beta_0.1-v3,0.0994404,0.57,0.16737,0.74,10,0,138,23,-50.0,-43.8311,327.26,-2570.11,2393.58,1862.35,1.29,58961,1.92,16904,-1.18
ibex,NC,0.0122544,0.0,0.025188,0.0,1939,0,0,156,0.0,-22.0397,-0.0,-166.713,-0.0,2541.78,0.0,97784,0.0,21734,0.0
ibex,SFTray alpha_2-beta_0.1,0.0123,0.37,0.0254001,0.84,1929,1,2,155,-0.64,-19.8961,-9.73,-166.114,-0.36,2555.95,0.56,98033,0.25,21810,0.35
ibex,Ours alpha_2-beta_0.1-v3,0.0122688,0.12,0.0252408,0.21,1929,1,2,154,-1.28,-23.4091,6.21,-125.296,-24.84,2550.3,0.34,97954,0.17,21780,0.21
ibex,SFTray alpha_4-beta_0.1,0.0121678,-0.71,0.0249074,-1.11,1799,8,31,145,-7.05,-35.3,60.17,-614.549,268.63,2534.6,-0.28,97698,-0.09,21605,-0.59
ibex,Ours alpha_4-beta_0.1-v3,0.0121843,-0.57,0.0249512,-0.94,1799,4,33,147,-5.77,-43.6132,97.88,-2207.23,1223.97,2532.94,-0.35,97533,-0.26,21592,-0.65
ibex,SFTray alpha_8-beta_0.1,0.0120874,-1.36,0.0246132,-2.28,1691,2,61,136,-12.82,-43.8284,98.86,-1005.98,503.42,2529.09,-0.5,97496,-0.29,21508,-1.04
ibex,Ours alpha_8-beta_0.1-v3,0.0120855,-1.38,0.0246208,-2.25,1697,1,60,141,-9.62,-35.7872,62.38,-400.227,140.07,2531.02,-0.42,97654,-0.13,21522,-0.98
ibex,SFTray alpha_16-beta_0.1,0.0121157,-1.13,0.0246931,-1.96,1675,2,65,141,-9.62,-48.5341,120.21,-552.699,231.53,2532.18,-0.38,97856,0.07,21517,-1.0
ibex,Ours alpha_16-beta_0.1-v3,0.0120727,-1.48,0.0244937,-2.76,1673,3,65,139,-10.9,-40.8577,85.38,-831.347,398.67,2528.9,-0.51,97745,-0.04,21506,-1.05
ibex,SFTray alpha_67-beta_0.1,0.0122491,-0.04,0.0251093,-0.31,1673,1,66,142,-8.97,-44.3157,101.07,-992.794,495.51,2560.04,0.72,98700,0.94,21676,-0.27
ibex,Ours alpha_67-beta_0.1-v3,0.0121254,-1.05,0.0246383,-2.18,1671,2,66,140,-10.26,-46.5842,111.36,-1673.22,903.65,2537.18,-0.18,98014,0.24,21529,-0.94
ibex,SFTray alpha_130-beta_0.1,0.0122491,-0.04,0.0251093,-0.31,1673,1,66,142,-8.97,-44.3157,101.07,-992.794,495.51,2560.04,0.72,98700,0.94,21676,-0.27
ibex,Ours alpha_130-beta_0.1-v3,0.0121254,-1.05,0.0246383,-2.18,1671,2,66,140,-10.26,-46.5842,111.36,-1673.22,903.65,2537.18,-0.18,98014,0.24,21529,-0.94
ibex,SFTray alpha_193-beta_0.1,0.0122491,-0.04,0.0251093,-0.31,1673,1,66,142,-8.97,-44.3157,101.07,-992.794,495.51,2560.04,0.72,98700,0.94,21676,-0.27
ibex,Ours alpha_193-beta_0.1-v3,0.0121254,-1.05,0.0246383,-2.18,1671,2,66,140,-10.26,-46.5842,111.36,-1673.22,903.65,2537.18,-0.18,98014,0.24,21529,-0.94
ibex,SFTray alpha_256-beta_0.1,0.0122491,-0.04,0.0251093,-0.31,1673,1,66,142,-8.97,-44.3157,101.07,-992.794,495.51,2560.04,0.72,98700,0.94,21676,-0.27
ibex,Ours alpha_256-beta_0.1-v3,0.0121254,-1.05,0.0246383,-2.18,1671,2,66,140,-10.26,-46.5842,111.36,-1673.22,903.65,2537.18,-0.18,98014,0.24,21529,-0.94
jpeg,NC,0.0568253,0.0,0.119187,0.0,4383,0,0,359,0.0,16.6334,0.0,0,0.0,6436.98,0.0,161615,0.0,57382,0.0
jpeg,SFTray alpha_2-beta_0.1,0.0563782,-0.79,0.117528,-1.39,3505,111,164,334,-6.96,19.8406,19.28,0,0.0,6432.13,-0.08,161819,0.13,56779,-1.05
jpeg,Ours alpha_2-beta_0.1-v3,0.0563303,-0.87,0.117541,-1.38,3425,127,176,335,-6.69,16.3367,-1.78,0,0.0,6429.95,-0.11,161800,0.11,56758,-1.09
jpeg,SFTray alpha_4-beta_0.1,0.0548324,-3.51,0.111367,-6.56,1229,113,732,205,-42.9,14.4718,-13.0,0,0.0,6377.8,-0.92,162870,0.78,54975,-4.19
jpeg,Ours alpha_4-beta_0.1-v3,0.0548254,-3.52,0.111339,-6.58,1279,112,720,198,-44.85,17.6657,6.21,0,0.0,6375,-0.96,162651,0.64,55000,-4.15
jpeg,SFTray alpha_8-beta_0.1,0.0542538,-4.53,0.109118,-8.45,365,49,980,158,-55.99,20.9884,26.18,0,0.0,6357.01,-1.24,163880,1.4,54230,-5.49
jpeg,Ours alpha_8-beta_0.1-v3,0.0541659,-4.68,0.108804,-8.71,307,38,1000,157,-56.27,17.1115,2.87,0,0.0,6354.26,-1.29,163806,1.36,54140,-5.65
jpeg,SFTray alpha_16-beta_0.1,0.0541162,-4.77,0.108452,-9.01,135,16,1054,144,-59.89,13.9995,-15.84,0,0.0,6351.03,-1.34,164278,1.65,54000,-5.89
jpeg,Ours alpha_16-beta_0.1-v3,0.0540088,-4.96,0.10834,-9.1,117,7,1063,146,-59.33,16.6965,0.38,0,0.0,6351.75,-1.32,163842,1.38,53977,-5.93
jpeg,SFTray alpha_67-beta_0.1,0.0541359,-4.73,0.108443,-9.01,85,7,1071,134,-62.67,16.3232,-1.86,0,0.0,6350.86,-1.34,164864,2.01,53971,-5.94
jpeg,Ours alpha_67-beta_0.1-v3,0.0540189,-4.94,0.108244,-9.18,87,4,1072,135,-62.4,17.2328,3.6,0,0.0,6349.15,-1.36,164140,1.56,53942,-5.99
jpeg,SFTray alpha_130-beta_0.1,0.0541359,-4.73,0.108443,-9.01,85,7,1071,134,-62.67,16.3232,-1.86,0,0.0,6350.86,-1.34,164864,2.01,53971,-5.94
jpeg,Ours alpha_130-beta_0.1-v3,0.0540189,-4.94,0.108244,-9.18,87,4,1072,135,-62.4,17.2328,3.6,0,0.0,6349.15,-1.36,164140,1.56,53942,-5.99
jpeg,SFTray alpha_193-beta_0.1,0.0541359,-4.73,0.108443,-9.01,85,7,1071,134,-62.67,16.3232,-1.86,0,0.0,6350.86,-1.34,164864,2.01,53971,-5.94
jpeg,Ours alpha_193-beta_0.1-v3,0.0540189,-4.94,0.108244,-9.18,87,4,1072,135,-62.4,17.2328,3.6,0,0.0,6349.15,-1.36,164140,1.56,53942,-5.99
jpeg,SFTray alpha_256-beta_0.1,0.0541359,-4.73,0.108443,-9.01,85,7,1071,134,-62.67,16.3232,-1.86,0,0.0,6350.86,-1.34,164864,2.01,53971,-5.94
jpeg,Ours alpha_256-beta_0.1-v3,0.0540189,-4.94,0.108244,-9.18,87,4,1072,135,-62.4,17.2328,3.6,0,0.0,6349.15,-1.36,164140,1.56,53942,-5.99
ethmac,NC,0.0248778,0.0,0.111321,0.0,10546,0,0,910,0.0,-86.2651,-0.0,-1464.06,-0.0,7935.72,0.0,210475,0.0,60948,0.0
ethmac,SFTray alpha_2-beta_0.1,0.0223566,-10.13,0.101096,-9.19,8106,364,428,772,-15.16,-82.4131,-4.47,-1412.63,-3.51,7894.81,-0.52,210697,0.11,59198,-2.87
ethmac,Ours alpha_2-beta_0.1-v3,0.0224038,-9.94,0.101514,-8.81,8064,371,435,769,-15.49,-86.4495,0.21,-1469.3,0.36,7899.09,-0.46,210804,0.16,59164,-2.93
ethmac,SFTray alpha_4-beta_0.1,0.015776,-36.59,0.0755618,-32.12,2970,214,1787,448,-50.77,-83.6234,-3.06,-1390.76,-5.01,7781.43,-1.94,211471,0.47,54921,-9.89
ethmac,Ours alpha_4-beta_0.1-v3,0.0159316,-35.96,0.075711,-31.99,3030,246,1756,446,-50.99,-79.8346,-7.45,-1345.03,-8.13,7781.05,-1.95,211328,0.41,54982,-9.79
ethmac,SFTray alpha_8-beta_0.1,0.0135233,-45.64,0.0679492,-38.96,1396,31,2272,387,-57.47,-82.0387,-4.9,-1397.42,-4.55,7748.32,-2.36,212568,0.99,53536,-12.16
ethmac,Ours alpha_8-beta_0.1-v3,0.0134368,-45.99,0.0676516,-39.23,1380,35,2274,391,-57.03,-81.3807,-5.66,-1369.36,-6.47,7745.51,-2.4,212510,0.97,53515,-12.2
ethmac,SFTray alpha_16-beta_0.1,0.0134216,-46.05,0.067718,-39.17,1340,19,2292,385,-57.69,-84.5453,-1.99,-1430.47,-2.29,7747.51,-2.37,212524,0.97,53481,-12.25
ethmac,Ours alpha_16-beta_0.1-v3,0.0133758,-46.23,0.0672386,-39.6,1330,26,2291,380,-58.24,-83.7235,-2.95,-1421.33,-2.92,7743.93,-2.42,212733,1.07,53476,-12.26
ethmac,SFTray alpha_67-beta_0.1,0.0133207,-46.46,0.0671978,-39.64,1312,11,2303,372,-59.12,-83.3867,-3.34,-1408.02,-3.83,7743.5,-2.42,212919,1.16,53443,-12.31
ethmac,Ours alpha_67-beta_0.1-v3,0.0133114,-46.49,0.0673539,-39.5,1300,19,2302,389,-57.25,-86.3644,0.12,-1407.76,-3.85,7745.52,-2.4,212961,1.18,53442,-12.32
ethmac,SFTray alpha_130-beta_0.1,0.0133207,-46.46,0.0671978,-39.64,1312,11,2303,372,-59.12,-83.3867,-3.34,-1408.02,-3.83,7743.5,-2.42,212919,1.16,53443,-12.31
ethmac,Ours alpha_130-beta_0.1-v3,0.0133114,-46.49,0.0673539,-39.5,1300,19,2302,389,-57.25,-86.3644,0.12,-1407.76,-3.85,7745.52,-2.4,212961,1.18,53442,-12.32
ethmac,SFTray alpha_193-beta_0.1,0.0133207,-46.46,0.0671978,-39.64,1312,11,2303,372,-59.12,-83.3867,-3.34,-1408.02,-3.83,7743.5,-2.42,212919,1.16,53443,-12.31
ethmac,Ours alpha_193-beta_0.1-v3,0.0133641,-46.28,0.0672232,-39.61,1298,20,2302,383,-57.91,-82.6106,-4.24,-1358.1,-7.24,7744.85,-2.41,213143,1.27,53446,-12.31
ethmac,SFTray alpha_256-beta_0.1,0.0133207,-46.46,0.0671978,-39.64,1312,11,2303,372,-59.12,-83.3867,-3.34,-1408.02,-3.83,7743.5,-2.42,212919,1.16,53443,-12.31
ethmac,Ours alpha_256-beta_0.1-v3,0.0133641,-46.28,0.0672232,-39.61,1298,20,2302,383,-57.91,-82.6106,-4.24,-1358.1,-7.24,7744.85,-2.41,213143,1.27,53446,-12.31
cva6,NC,0.0469614,0.0,0.132122,0.0,8465,0,0,636,0.0,-21.3121,-0.0,-146.323,-0.0,17586.4,0.0,649386,0.0,117754,0.0
cva6,SFTray alpha_2-beta_0.1,0.0480954,2.41,0.133153,0.78,6715,740,385,627,-1.42,-21.9919,3.19,-166.392,13.72,17953.2,2.09,688130,5.97,117024,-0.62
